image_id,color_variance,color_min,color_max,color_median,color_mean
ISIC_0000460,6413390639767.671,2820556.740842059,11558489.85686885,4338824.083231141,4338824.083231141
ISIC_0000486,622979153446.913,2295610.309509439,4553243.268802602,3507056.547312477,3507056.547312477
ISIC_0014299,218609632042.51486,2121744.306080655,3722762.94220902,2890328.795773697,2890328.795773697
ISIC_0000283,4514488797764.525,1776086.4472398858,8254824.826283291,5111477.664535527,5111477.664535527
ISIC_0000080,558799803449.238,2674947.5186033347,5021565.145864983,3727604.917721863,3727604.917721863
ISIC_0014658,9987473205591.227,20.918264537071625,12991431.088859756,4615298.469010553,4615298.469010553
ISIC_0000047,1710079487329.7815,3523934.963310393,7592890.126506816,3972518.0737079736,3972518.0737079736
ISIC_0000079,766545076207.2466,2297128.4453687104,5062629.711891957,3162422.4704553606,3162422.4704553606
ISIC_0000244,1666118549880.426,3843038.6331164925,7784745.022391881,5327854.553623057,5327854.553623057
ISIC_0011215,5692143694934.117,3580941.24279476,11089701.156331878,6655636.536875303,6655636.536875303
ISIC_0012662,5024941071368.296,4338355.705701754,12943177.488157894,7763940.556228071,7763940.556228071
ISIC_0012487,857423009813.5686,2283629.459731673,5224013.155452188,3842969.428407591,3842969.428407591
ISIC_0014286,660020266778.708,1767709.2656404185,4637202.632050524,2749361.710854549,2749361.710854549
ISIC_0000499,2045189025592.379,3408451.8497970477,8258214.132455996,4284649.092229564,4284649.092229564
ISIC_0012282,190754662764.0842,3488608.6036289292,4766920.04483985,4390343.897609819,4390343.897609819
ISIC_0014680,569505443380.8322,2963312.469582542,5213464.145518751,4061196.6463507614,4061196.6463507614
ISIC_0010853,700283347861.5415,1943257.7816004076,4801191.8504396025,2713958.983913099,2713958.983913099
ISIC_0000198,129790688275.99136,1114007.5288399975,2294343.579981763,1878215.8479521952,1878215.8479521952
ISIC_0000546,2300630985404.473,3333790.5794205293,7870393.226091202,4455873.746425263,4455873.746425263
ISIC_0014164,1945631108525.078,2829798.2358187945,6972505.849519082,4728804.298138064,4728804.298138064
ISIC_0009931,1969390177377.203,2692202.3827835354,7568634.361413044,4140837.243827941,4140837.243827941
ISIC_0000140,2769154676585.6504,874983.1654341855,6277538.324194623,3153129.589730084,3153129.589730084
ISIC_0012363,414513299982.93445,3459464.8905680296,5529527.242499089,4066048.412414549,4066048.412414549
ISIC_0000343,870340145185.2499,3486410.9593123207,6120486.245962825,5095827.8494599955,5095827.8494599955
ISIC_0013626,9675373147452.611,4575062.336998263,12506671.70895855,8214473.985444173,8214473.985444173
ISIC_0012987,461497118299.7671,2882269.114471501,5042190.962688511,3729307.576084935,3729307.576084935
ISIC_0010251,932491601996.7106,1628697.7089116145,5512796.976990504,2897196.147065985,2897196.147065985
ISIC_0000999,1261411400907.351,1986280.323668558,5783785.326837157,3116764.5460022474,3116764.5460022474
ISIC_0013425,745565002036.5334,1845526.164259017,4504655.716286676,2606730.353734504,2606730.353734504
ISIC_0013618,756249377360.3997,2464263.810133509,5863454.179772759,4112652.1684976667,4112652.1684976667
ISIC_0013220,438447350748.4639,1954101.787029575,4095642.1474423967,2708707.7988405647,2708707.7988405647
ISIC_0014983,9328000684197.625,1341742.9504364957,11078410.104363527,6325741.566099511,6325741.566099511
ISIC_0013023,2602003150902.9927,2999917.2433483764,7936046.246782453,4920314.081749252,4920314.081749252
ISIC_0012961,986215567744.3783,2177137.6942399815,5731238.202812828,3708930.3548214356,3708930.3548214356
ISIC_0008993,2620597314456.2915,4170426.57871682,9280310.313649863,6518346.161091579,6518346.161091579
ISIC_0010553,1970830603855.3394,842622.2747501191,4960947.5157068055,2600471.1391004287,2600471.1391004287
ISIC_0013124,1315637018686.7708,2055217.7333833084,5969092.552191989,3657836.28993482,3657836.28993482
ISIC_0012880,67837601319.81653,2581512.5983504103,3473799.4818624347,3111854.941309285,3111854.941309285
ISIC_0013721,293459333236.3539,3683123.291012625,5771918.236672536,4459607.542103736,4459607.542103736
ISIC_0010356,552150356617.9324,1885388.0393904906,4137912.3825240266,2930346.9396813354,2930346.9396813354
ISIC_0010368,17444430957607.041,4050838.1442793077,16087160.805428376,5756190.887722759,5756190.887722759
ISIC_0013643,185531356083.26514,1678427.2805524166,3026403.536497384,2072677.3204467283,2072677.3204467283
ISIC_0010234,1310976177637.8352,1788233.1254040343,5092089.5129086375,2773640.1922589093,2773640.1922589093
ISIC_0013498,2200767604235.0776,4179455.3810931556,8563823.341409383,5347632.503119281,5347632.503119281
ISIC_0014839,2294564381225.9478,3948936.4539808603,8803443.08967887,5911814.478978054,5911814.478978054
ISIC_0013141,1101979323181.8374,1027486.1931783144,4022176.6762756105,1978466.4486512924,1978466.4486512924
ISIC_0007760,3334115902964.872,3607622.363044422,8569106.161028313,6732522.800115758,6732522.800115758
ISIC_0013342,1518427173698.8318,2314883.0591366864,6539294.24881315,3758846.4164196923,3758846.4164196923
ISIC_0013579,2025759745132.4912,2710537.5168075054,7533657.964635054,4088668.4520344,4088668.4520344
ISIC_0010333,1763352223651.8914,1521839.4380486698,6631406.076780243,3807789.029755826,3807789.029755826
ISIC_0014603,6841747881650.92,30.08638720768764,8438282.242629083,4248102.096551002,4248102.096551002
ISIC_0000221,654707411180.4572,4403003.539663582,7324967.206031651,5780726.254238412,5780726.254238412
ISIC_0000022,1955282947040.775,3106993.7638390795,7229698.39175514,4959847.570742937,4959847.570742937
ISIC_0001960,781153873046.1791,3872499.880960374,6887246.501134341,5931517.089465384,5931517.089465384
ISIC_0011296,1007392532267.8966,2211504.756313015,5210597.626059877,3489196.7649307805,3489196.7649307805
ISIC_0011095,15508655110479.398,3980953.249730579,13677285.339306265,4676203.6953988345,4676203.6953988345
ISIC_0013879,114509228605.50372,2897186.395621579,3863980.2691594227,3343501.113534624,3343501.113534624
ISIC_0012700,1927845655496.3542,3637046.5564002534,7628369.808392518,5518291.173685439,5518291.173685439
ISIC_0000523,747183294866.2148,2865670.5425953693,5360656.62685324,3996916.4381809095,3996916.4381809095
ISIC_0011349,659141140386.9043,1441319.8953306475,4065377.785676864,2264739.7461002646,2264739.7461002646
ISIC_0012503,1824686406651.369,2423664.1432374204,7244575.509564704,4299654.8681363445,4299654.8681363445
ISIC_0000326,615298266090.3801,2585637.686566562,5063802.885040768,3137314.697565996,3137314.697565996
ISIC_0012105,911471792966.9131,1869904.209563164,4875509.5541002555,2789652.644234553,2789652.644234553
ISIC_0014507,643175025007.5538,1861926.1828388756,4363454.745505426,3356039.894382055,3356039.894382055
ISIC_0012338,1493869172926.751,3242565.5575045315,6529622.130737298,4508821.374593152,4508821.374593152
ISIC_0009954,996281029976.0095,2883262.494597858,5570877.404117859,4000863.2355773,4000863.2355773
ISIC_0000125,257652754104.07544,1962241.6621562364,3531487.6877779863,2716558.9792645494,2716558.9792645494
ISIC_0010342,8827828976311.342,5122721.475595065,13642581.888671957,9407997.018166967,9407997.018166967
ISIC_0014890,1152766090487.2026,2737923.814831078,5634349.178739548,3590213.471079953,3590213.471079953
ISIC_0013333,370932434333.2941,1966753.379966341,3567035.899643739,2593513.635691649,2593513.635691649
ISIC_0014848,1818559134083.1228,1249049.3275191572,5005729.059174201,3175717.122719036,3175717.122719036
ISIC_0010498,1293237138118.5828,2146998.581531131,5608118.331503011,3730208.0626910846,3730208.0626910846
ISIC_0013037,473245360649.5751,3082276.017130762,4837252.419094211,3947694.8852568376,3947694.8852568376
ISIC_0010078,911537251190.2269,1945857.5937706376,4715693.6497622,2490682.938371909,2490682.938371909
ISIC_0010046,2626369626182.343,4304279.553931042,9819107.951348627,5610360.18889169,5610360.18889169
ISIC_0009925,1175829936319.9072,1814768.618652946,5547625.833257295,4611396.777420118,4611396.777420118
ISIC_0000154,10962821583190.865,4337315.637257086,13548560.085769437,8098179.261632979,8098179.261632979
ISIC_0014576,595709683052.3057,3798762.286386879,6285367.950993307,4964903.150039515,4964903.150039515
ISIC_0000369,815773281437.8646,3363013.7971239164,5831237.056119058,4753070.106051882,4753070.106051882
ISIC_0000357,2046007532436.582,3065990.6420859178,7956043.695669653,5213072.768550425,5213072.768550425
ISIC_0012377,1979625492187.4531,3679423.614254842,7854965.048329865,4974454.176262383,4974454.176262383
ISIC_0014775,156246842112773.78,35.703970885068195,33404219.55143732,3622592.5246781814,3622592.5246781814
ISIC_0011338,526068738772.07965,2133052.38117793,3888784.1613803604,2887374.3632749724,2887374.3632749724
ISIC_0000552,1670933458277.4531,3609887.3257734966,6862778.063207822,4638930.374423526,4638930.374423526
ISIC_0011306,1428018253960.046,3054931.9291550787,6095691.184291658,3945429.402895458,3945429.402895458
ISIC_0013808,444292807654.8391,3142890.2753202165,5133149.650116642,3699299.023691624,3699299.023691624
ISIC_0014395,1234795832067.7231,2763932.965426475,5910427.539859343,4207683.356713737,4207683.356713737
ISIC_0013836,1184997338396.9387,2239827.656036973,6190340.983054112,4017547.2702002693,4017547.2702002693
ISIC_0014793,955315833300.3773,1191573.041128708,4078350.171970438,2178318.587373076,2178318.587373076
ISIC_0012391,840493365076.2317,1870671.3462837185,4414690.725870635,2983517.2044862728,2983517.2044862728
ISIC_0010847,4229402527811.188,3836142.760824797,7449384.8357329015,3940832.8759089382,3940832.8759089382
ISIC_0000288,7009497331155.788,4341527.444300807,12762259.590035837,5712146.229694985,5712146.229694985
ISIC_0014694,1422544233485.2349,1187119.9998793714,5024531.343818857,2948444.2024837397,2948444.2024837397
ISIC_0012690,225045298235.38632,2074843.4940125262,3733118.5178634543,2868757.110658693,2868757.110658693
ISIC_0012475,2444726646945.784,3793721.3535316475,7592957.581231505,5232816.588852199,5232816.588852199
ISIC_0000455,4173874606768.5586,3417256.599474142,8837080.149387922,5525279.632513088,5525279.632513088
ISIC_0014274,365901622402.43713,1166072.4272619435,3007757.1589021897,2395275.643845034,2395275.643845034
ISIC_0012676,1366742247717.0388,3808959.629743029,7161369.896810643,4507297.2675050115,4507297.2675050115
ISIC_0014049,1711926416870.055,3096990.3067492545,7370440.703238299,4882359.172598937,4882359.172598937
ISIC_0000053,879809558652.6372,2453891.9602039126,5011264.601460783,3959508.726833034,3959508.726833034
ISIC_0000250,4602017993670.217,4146749.175692735,10502571.74714385,6118191.125165689,6118191.125165689
ISIC_0000332,1949219886218.9863,3379281.2614474325,7939697.726630459,4732001.829955403,4732001.829955403
ISIC_0009940,1790935996210.4805,2092577.0768415972,6831703.589148161,4282414.167967208,4282414.167967208
ISIC_0000131,6402991129991.026,2736861.7114020553,8593266.120782305,6222144.265550522,6222144.265550522
ISIC_0014316,917469583076.2964,2659430.0989597607,6022155.288339708,3618960.355675242,3618960.355675242
ISIC_0000509,9243005965794.27,4408346.797482521,13229543.095495572,5783353.890696086,5783353.890696086
ISIC_0012529,162797733776.98053,2310899.313194491,3675779.7544525033,2960856.802420875,2960856.802420875
ISIC_0011363,2152546565571.5007,2435528.6191714667,7104813.37495064,3681441.8833158584,3681441.8833158584
ISIC_0012517,159829051657.0768,2686245.9904126003,3937717.3099036757,3206634.439502969,3206634.439502969
ISIC_0014328,823638726168.6162,3401455.761753566,6333890.224752616,4168227.5947201056,4168227.5947201056
ISIC_0009998,2374467264724.2964,4174267.4381121993,8683733.304611247,6786410.128647006,6786410.128647006
ISIC_0000235,2290475865501.5366,1827822.8100663782,6451673.9572640695,3985578.4789033188,3985578.4789033188
ISIC_0009879,262411798574.8021,2411127.3172303094,4058587.887963597,3290671.4659568667,3290671.4659568667
ISIC_0000008,1215254095118.151,2188158.2607355816,5112998.746438175,3937951.0490888744,3937951.0490888744
ISIC_0014617,367854430374.7125,1647810.2317909978,3559641.945797923,2211272.4818130312,2211272.4818130312
ISIC_0000036,7919391944098.867,2386109.061281543,11595574.407616239,3949824.944754322,3949824.944754322
ISIC_0013553,847917033857.563,1160612.8177239238,4062216.390255525,2827986.378016666,2827986.378016666
ISIC_0010327,2189634823335.5989,4796775.88625754,8674542.24623656,8283803.209834777,8283803.209834777
ISIC_0013155,2083708690636.345,2725585.516076911,6926312.462756503,4269590.956212635,4269590.956212635
ISIC_0013356,1927905076870.946,2509681.651509127,7336330.019464599,5114515.857635093,5114515.857635093
ISIC_0009078,3343089668114.883,2732112.1747931,7574563.113448776,4602144.4179324405,4602144.4179324405
ISIC_0015189,683343721091.1863,2791307.7918690303,5301826.001721286,4011502.1581354896,4011502.1581354896
ISIC_0013052,343582154674.219,3581781.4798951265,5359909.102851113,4312470.379003053,4312470.379003053
ISIC_0010220,5030046892477.794,4816645.9233548585,12391215.040821033,7059298.084524908,7059298.084524908
ISIC_0009160,581403100757.7203,2364284.5470986147,4627812.092961684,3456383.102371389,3456383.102371389
ISIC_0013690,443509991450.6423,1077334.1912887464,3198134.95696544,2099498.8940677964,2099498.8940677964
ISIC_0013493,436607429739.42004,1446014.1702191662,3755807.7860472393,2688297.935626917,2688297.935626917
ISIC_0010607,1049715995649.1188,2352602.827521135,5945103.439311595,3922758.9572388288,3922758.9572388288
ISIC_0013676,201627912508.4884,2901362.337998881,4094746.3717579357,3142095.309544334,3142095.309544334
ISIC_0010201,6860396430397.695,4317851.294878205,12454456.74171597,7161448.66983307,7161448.66983307
ISIC_0010002,4177208439648.8184,2946619.894835282,9707547.192898905,4860526.155507356,4860526.155507356
ISIC_0013572,302771879193.88293,3085685.033219631,4665411.842054545,3778896.9500616896,3778896.9500616896
ISIC_0015170,1360351459365.733,3720140.8643371705,6978110.006421143,5806063.245935808,5806063.245935808
ISIC_0010105,1468580293793.4055,3512730.082214082,7975873.905041718,5206448.682743182,5206448.682743182
ISIC_0013174,964536481977.8569,3188712.8710281057,6717691.148287098,5192977.141824355,5192977.141824355
ISIC_0014832,3502019321192.592,2601543.1372137032,9172128.50145223,4960256.570187187,4960256.570187187
ISIC_0013192,1975415951637.3335,2512947.2514542127,6275908.502520636,3820882.8543847986,3820882.8543847986
ISIC_0013797,1484663646071.6287,2755258.0226438288,6342170.118745627,4351148.622281641,4351148.622281641
ISIC_0013594,787122905814.3024,4042607.462706471,6546976.447348968,5048009.937869328,5048009.937869328
ISIC_0009880,1739112790753.764,1336386.7067073553,5117181.062518566,3739189.2151466864,3739189.2151466864
ISIC_0013975,332841078764.0499,2143326.198650446,3966659.6756276693,3109386.7771308813,3109386.7771308813
ISIC_0000017,518044109588.622,1948744.063333732,3839193.838328748,2356396.9593350072,2356396.9593350072
ISIC_0014636,12196005490115.062,4287507.696292277,15372766.892047709,8023173.778166795,8023173.778166795
ISIC_0000029,2463366586769.9746,1878410.7907900966,6692223.365346457,4379317.096388871,4379317.096388871
ISIC_0000214,3483213320137.4736,1592710.5904619847,6140905.187069757,3611476.046787942,3611476.046787942
ISIC_0009961,2494014794011.4385,3274334.8022257606,8440726.268456953,4539975.93165855,4539975.93165855
ISIC_0000110,1563147949946.747,3678331.9316087165,7329798.87753453,5015253.516558089,5015253.516558089
ISIC_0012333,2670187720307.529,3457808.3791086916,7841689.630691672,6019072.769066344,6019072.769066344
ISIC_0014731,1874490081184.4607,4744382.544942158,9173968.111388978,6926295.875554858,6926295.875554858
ISIC_0006711,12328738836476.23,3844213.728036315,15294413.50609888,8160056.496021574,8160056.496021574
ISIC_0000313,3804514013836.03,3256403.99511758,8701939.869287105,4862560.047572695,4862560.047572695
ISIC_0000516,2548309768796.4326,3610288.861270389,7918037.302301369,6015310.39852584,6015310.39852584
ISIC_0006114,648798536375.2362,3900383.7603284074,6597450.645477832,4911040.138344828,4911040.138344828
ISIC_0012508,2173850584958.9753,2427799.077917724,7124601.02952467,3464233.9971767883,3464233.9971767883
ISIC_0012735,746715439765.4829,2007682.1962557642,5055384.568091404,3613093.5111156995,3613093.5111156995
ISIC_0000528,1039817746346.0778,2648974.957788005,6416614.501198523,3827772.287298049,3827772.287298049
ISIC_0014337,2017518809935.5815,3562900.01565926,7644722.17754355,6283048.855298596,6283048.855298596
ISIC_0011199,1312806984668.7021,3485518.07603429,7459062.508634613,5059698.493788049,5059698.493788049
ISIC_0008626,990729585372.8534,3087092.0651203073,6189455.575272364,4344577.2053276915,4344577.2053276915
ISIC_0009987,2698592464532.7783,2500494.1980609014,8116823.81083631,4297950.567128219,4297950.567128219
ISIC_0000297,1256558436696.3406,1930606.3683068443,5385244.735733974,3477875.4264852502,3477875.4264852502
ISIC_0000094,786468879036.0255,3567839.3038394316,6646248.450876529,4910851.138659172,4910851.138659172
ISIC_0013910,759520897399.414,2227600.8123559584,4657334.3143012915,3508711.1955988402,3508711.1955988402
ISIC_0000492,1823485897711.3206,3495160.9823447666,7969178.842018824,5359040.706430421,5359040.706430421
ISIC_0011220,1254308797857.2144,2494227.3468590323,5799935.033663962,3918295.7911782386,3918295.7911782386
ISIC_0012657,1771744468184.0403,3350386.2478035726,7875019.896316985,4309505.483737709,4309505.483737709
ISIC_0000474,1012539216249.1158,1993789.3246719348,5247053.20532498,3426330.204798178,3426330.204798178
ISIC_0012669,1218521740578.8455,4965126.596631007,8577608.181967383,5879998.738910523,5879998.738910523
ISIC_0000072,868271245961.6786,871853.2627001803,3444114.7354756603,2020307.9261851734,2020307.9261851734
ISIC_0014754,8842809314661.248,36.537543681873,9351572.401790328,4604694.198897795,4604694.198897795
ISIC_0000376,1809303900841.6619,3358399.0404439643,7707961.7443636805,5429954.915813507,5429954.915813507
ISIC_0014569,1060544151574.0963,3003573.4587805113,5866556.656171688,4011582.8780169915,4011582.8780169915
ISIC_0012155,835750936930.3982,3544764.6023349646,6755544.616379089,4830725.523040604,4830725.523040604
ISIC_0000348,1429566411611.1194,2105332.0352895786,5437493.490082607,3029333.4282407407,3029333.4282407407
ISIC_0014557,2879771990712.051,4000855.640298683,8862143.866586268,6424586.468329724,6424586.468329724
ISIC_0011327,10118000252315.67,3956265.4574938426,12319322.353496412,8504599.729496533,8504599.729496533
ISIC_0011124,5289294053178.516,3648075.2843916896,11062037.080205046,5684492.575293338,5684492.575293338
ISIC_0014151,1894646176456.7476,3537272.529741662,8892174.333106803,5481663.224315841,5481663.224315841
ISIC_0013817,188831028651.7879,1906895.9653231362,3317668.749131915,2839105.91425408,2839105.91425408
ISIC_0014189,2167533244661.3254,2282205.1486240006,6469147.745229642,3438509.3406111975,3438509.3406111975
ISIC_0012788,3151373821926.7085,1175931.2272718803,6622079.3991465885,3039372.631384277,3039372.631384277
ISIC_0000390,3393586605223.4336,711001.0537861529,6751312.6543924855,3973664.3349891226,3973664.3349891226
ISIC_0000193,3641906986144.521,2220448.70064799,7684274.858149828,5128394.804118276,5128394.804118276
ISIC_0010858,284295709953.97437,2066724.5643999674,3956855.500400112,3078535.671405066,3078535.671405066
ISIC_0010081,1553185084080.8662,3183626.960548503,6679378.161687505,4125352.4249626165,4125352.4249626165
ISIC_0010487,6884559351331.619,5412670.469524626,12671450.251671558,7024698.669398239,7024698.669398239
ISIC_0010461,2841711644408.0273,3200140.3945061793,8266589.495250669,4860848.75430007,4860848.75430007
ISIC_0008879,1098281907553.8325,2848607.5519039873,6124217.440730563,4613604.14821877,4613604.14821877
ISIC_0013410,1199513902280.4248,3519553.7956432137,7404666.270136712,5382900.345843493,5382900.345843493
ISIC_0010067,1911116823937.2263,3248779.4203526303,7203246.680535795,5282153.223876822,5282153.223876822
ISIC_0010059,2369052782512.8203,2288653.3743822733,7235959.649689144,4829599.213534194,4829599.213534194
ISIC_0010264,8126079810247.69,3317333.5417752853,11258025.597861866,6934888.8929088665,6934888.8929088665
ISIC_0013517,814250293464.9487,2082095.5191660281,5643785.076896287,3256587.67658053,3256587.67658053
ISIC_0001131,70262613557582.7,52.11186848997381,21334026.907964975,7756009.560015195,7756009.560015195
ISIC_0010566,2629160008437.0493,3412892.94173573,8410115.826427009,5387647.619506333,5387647.619506333
ISIC_0010558,7344123869625.745,4165632.294909329,13297186.57883621,7161757.382914573,7161757.382914573
ISIC_0014869,865530449510.2761,2285665.4661094546,5819412.036898824,3787053.3640671303,3787053.3640671303
ISIC_0008998,7238352900354.293,4116255.797922368,12095466.06491662,6917929.167767547,6917929.167767547
ISIC_0010186,539886664920.13367,2864129.4828275433,5005132.668001709,3729138.5515784016,3729138.5515784016
ISIC_0014735,1312535840745.1023,2179577.5985780647,6159654.182149572,5072392.748059392,5072392.748059392
ISIC_0000317,1201045450458.3838,3001563.6956607495,6442888.356213017,4695343.5117357,4695343.5117357
ISIC_0000329,1522263553372.6514,4238460.365416066,8433473.742712842,5724880.205387205,5724880.205387205
ISIC_0012309,1436838221352.588,2475036.87655672,5621593.683965141,3139497.9608889194,3139497.9608889194
ISIC_0009965,5875939336649.994,3896954.3671010425,11628716.490383878,6636084.239766082,6636084.239766082
ISIC_0013890,639676986489.113,2913053.504303096,5303912.221644224,4214304.700221535,4214304.700221535
ISIC_0011145,227785341063.569,1948330.1192875193,3707232.469642616,3046161.151220222,3046161.151220222
ISIC_0013876,335091099252.438,1714836.5753538164,3299031.548051109,2639404.1042971727,2639404.1042971727
ISIC_0005187,1117960999258.3127,2488267.717175356,5975652.0160842035,3900388.0777746327,3900388.0777746327
ISIC_0009884,820209825047.3164,1887473.032632517,4482308.247308721,2458375.909592274,2458375.909592274
ISIC_0013971,506872296561.97076,1782104.5337610755,3689893.7001731335,2114823.4394541197,2114823.4394541197
ISIC_0013997,309475425906.53156,1836899.25353629,3559507.3802076434,2653565.8204906145,2653565.8204906145
ISIC_0000415,2552055743318.646,15.489205152475025,5371686.988041519,3027585.085003811,3027585.085003811
ISIC_0012435,5779573415692.482,3860428.6584047326,12181413.390744302,6567256.229775019,6567256.229775019
ISIC_0012230,2255737637170.0073,2263593.036396379,6740447.328357266,4060791.301107372,4060791.301107372
ISIC_0014632,633985357319.8905,4163323.3049588255,7020323.931614752,5912351.130146796,5912351.130146796
ISIC_0006612,445815919357.9334,1999253.376441489,4298580.367859254,3276581.678081389,3276581.678081389
