image_id,ratio
ISIC_0012657,554160
ISIC_0000474,7959133
ISIC_0012669,2957762
ISIC_0000072,1323433
ISIC_0014754,40982578
ISIC_0000376,10640999
ISIC_0014569,21481192
ISIC_0012155,4594559
ISIC_0000348,1471402
ISIC_0014557,143165939
ISIC_0011327,11498757
ISIC_0011124,4479309
ISIC_0014151,105330013
ISIC_0013817,8438774
ISIC_0014189,110303640
ISIC_0012788,2157667
ISIC_0000390,71150444
ISIC_0000193,6474196
ISIC_0010858,1812063
ISIC_0010081,1124915
ISIC_0010487,6521047
ISIC_0010461,2068955
ISIC_0008879,3492020
ISIC_0013410,12579684
ISIC_0010067,6799924
ISIC_0010059,1279301
ISIC_0010264,8197859
ISIC_0013517,4097373
ISIC_0001131,82721150
ISIC_0010566,1670718
ISIC_0010558,8518567
ISIC_0014869,110242334
ISIC_0008998,121287753
ISIC_0010186,5107590
ISIC_0014735,261724198
ISIC_0000317,338318
ISIC_0000329,674047
ISIC_0012309,8985057
ISIC_0009965,6562693
ISIC_0013890,28741990
ISIC_0011145,1118131
ISIC_0013876,1819910
ISIC_0005187,7269629
ISIC_0009884,777510
ISIC_0013971,338179
ISIC_0013997,8783176
ISIC_0000415,164360788
ISIC_0012435,3261214
ISIC_0012230,4355333
ISIC_0014632,1286315
ISIC_0006612,8405115
ISIC_0014431,1589997
ISIC_0000013,3832440
ISIC_0013775,3596789
ISIC_0013196,254997
ISIC_0014808,117826365
ISIC_0014836,99006451
ISIC_0013395,6517111
ISIC_0013497,6744070
ISIC_0010603,18837318
ISIC_0013274,7923600
ISIC_0010006,5887731
ISIC_0013672,89715930
ISIC_0010205,602805
ISIC_0010367,845258
ISIC_0013316,31317789
ISIC_0010562,1118890
ISIC_0010584,938438
ISIC_0010182,1474940
ISIC_0012950,6332101
ISIC_0010483,1817275
ISIC_0010465,5769558
ISIC_0013012,5791350
ISIC_0010063,9863977
ISIC_0012988,2727094
ISIC_0000171,4201135
ISIC_0000372,2797195
ISIC_0000549,7008284
ISIC_0006193,4337768
ISIC_0014788,113171390
ISIC_0000197,8036966
ISIC_0010862,645006
ISIC_0000293,9294616
ISIC_0000496,4314200
ISIC_0014289,95264040
ISIC_0008145,11735764
ISIC_0000470,1868499
ISIC_0012450,9135443
ISIC_0011224,4556910
ISIC_0012653,3482013
ISIC_0000048,4220542
ISIC_0014657,54497294
ISIC_0000275,1916525
ISIC_0000489,5475953
ISIC_0013935,3416685
ISIC_0012672,15146033
ISIC_0011205,616316
ISIC_0014073,84467662
ISIC_0000451,11762502
ISIC_0000254,1677019
ISIC_0012274,10249305
ISIC_0000069,1980573
ISIC_0000057,4719121
ISIC_0014475,18210421
ISIC_0000353,2119978
ISIC_0014771,460790909
ISIC_0002885,7836594
ISIC_0009921,10276278
ISIC_0000150,24373026
ISIC_0012170,21462927
ISIC_0014174,1246969
ISIC_0011101,1309573
ISIC_0000556,4201655
ISIC_0012793,1731190
ISIC_0013832,36940453
ISIC_0000188,11601582
ISIC_0014797,10303323
ISIC_0014594,5464977
ISIC_0002287,21599901
ISIC_0014975,205979182
ISIC_0013033,59943466
ISIC_0010444,572152
ISIC_0010042,2101971
ISIC_0010241,1991488
ISIC_0010346,1191066
ISIC_0013731,11832878
ISIC_0013134,6724561
ISIC_0013488,2008176
ISIC_0013056,8063684
ISIC_0008807,10105583
ISIC_0010019,7220971
ISIC_0013189,21600267
ISIC_0012813,28658708
ISIC_0008507,4945850
ISIC_0011085,1330218
ISIC_0000434,50428200
ISIC_0014028,4861966
ISIC_0000032,5437375
ISIC_0014410,17628024
ISIC_0000231,3225231
ISIC_0014613,5158348
ISIC_0012211,6669345
ISIC_0000135,3740958
ISIC_0000336,1173701
ISIC_0014529,676862
ISIC_0014714,271063046
ISIC_0011359,2528959
ISIC_0000533,5003858
ISIC_0011164,1397888
ISIC_0012710,1163676
ISIC_0011367,254515
ISIC_0002806,31216524
ISIC_0014866,130971030
ISIC_0001100,27919650
ISIC_0010557,1152073
ISIC_0013120,4281034
ISIC_0010569,278918
ISIC_0013526,1563244
ISIC_0012884,14143666
ISIC_0013725,26479238
ISIC_0015220,379119712
ISIC_0010255,212443
ISIC_0013027,757954
ISIC_0002673,8116727
ISIC_0014987,78950393
ISIC_0013224,4101742
ISIC_0010488,6881209
ISIC_0010857,9420467
ISIC_0012381,17329537
ISIC_0014783,220064061
ISIC_0014580,38368202
ISIC_0012182,2913822
ISIC_0012787,3485895
ISIC_0014385,94756977
ISIC_0011115,333131
ISIC_0003308,18684829
ISIC_0000542,8358314
ISIC_0011328,3838179
ISIC_0000347,227180
ISIC_0012164,3339196
ISIC_0000379,71055887
ISIC_0012359,35546933
ISIC_0009935,2002090
ISIC_0012260,2086217
ISIC_0000240,1769953
ISIC_0000043,11017736
ISIC_0011211,7629326
ISIC_0012666,669395
ISIC_0014264,19917170
ISIC_0000445,14804525
ISIC_0012658,4492360
ISIC_0013921,8673495
ISIC_0012680,2680567
ISIC_0014081,12545695
ISIC_0014684,36630272
ISIC_0000298,773914
ISIC_0013843,2799908
ISIC_0000527,3517440
ISIC_0011170,4919870
ISIC_0012539,2318695
ISIC_0006326,10668752
ISIC_0012704,1282413
ISIC_0000519,43638074
ISIC_0009950,3170427
ISIC_0000121,8726927
ISIC_0000322,3636921
ISIC_0000026,25841582
ISIC_0014639,13179256
ISIC_0009869,1101568
ISIC_0000018,11091723
ISIC_0014607,48694795
ISIC_0012205,5034727
ISIC_0000225,806615
ISIC_0000420,51568967
ISIC_0011292,1921938
ISIC_0013798,498604
ISIC_0014803,262266021
ISIC_0013346,35878299
ISIC_0013378,10537022
ISIC_0004110,21872262
ISIC_0004715,3653536
ISIC_0013740,9511217
ISIC_0010337,2373333
ISIC_0002616,4938459
ISIC_0010435,2398463
ISIC_0014904,93050299
ISIC_0013063,16262667
ISIC_0014925,42468010
ISIC_0013680,6557303
ISIC_0013584,160980849
ISIC_0012826,12987037
ISIC_0013359,39260233
ISIC_0000204,6713007
ISIC_0012224,8098279
ISIC_0000039,2406574
ISIC_0000007,1599772
ISIC_0013983,6457255
ISIC_0013965,1944581
ISIC_0013862,104498691
ISIC_0000538,2255734
ISIC_0014327,34027174
ISIC_0012725,1908455
ISIC_0012518,54448368
ISIC_0011352,8967433
ISIC_0012526,6190778
ISIC_0000506,763736
ISIC_0000303,7392939
ISIC_0009971,418911
ISIC_0000100,15533197
ISIC_0014522,4931494
ISIC_0000062,2749933
ISIC_0014440,1158623
ISIC_0000261,387555
ISIC_0014046,2102659
ISIC_0012679,1041789
ISIC_0011230,2280909
ISIC_0000482,5543765
ISIC_0012299,9583743
ISIC_0014498,11450556
ISIC_0010848,1290412
ISIC_0000380,45773015
ISIC_0013839,1474540
ISIC_0013807,874398
ISIC_0012543,4467577
ISIC_0012740,1287987
ISIC_0009914,4769439
ISIC_0000165,2456698
ISIC_0012378,3627418
ISIC_0000358,748180
ISIC_0014547,995825
ISIC_0000366,871630
ISIC_0014579,56420001
ISIC_0013603,1436485
ISIC_0010077,1139730
ISIC_0013400,28309023
ISIC_0013205,1978310
ISIC_0010471,299326
ISIC_0002489,9974160
ISIC_0010497,4620215
ISIC_0012944,7391080
ISIC_0010590,654759
ISIC_0013302,1874105
ISIC_0002353,5174170
ISIC_0010170,2271264
ISIC_0008528,31287662
ISIC_0011297,2992120
ISIC_0000425,67042315
ISIC_0014602,25868615
ISIC_0000220,1615614
ISIC_0000023,3988177
ISIC_0000327,1420105
ISIC_0000319,1555786
ISIC_0009955,3583969
ISIC_0000124,10602578
ISIC_0012339,44716921
ISIC_0012701,2388270
ISIC_0000522,8329362
ISIC_0011348,9797417
ISIC_0008029,13271612
ISIC_0002829,6747650
ISIC_0013499,12519751
ISIC_0012905,8446859
ISIC_0013047,7878514
ISIC_0013079,7466838
ISIC_0013244,24962026
ISIC_0010036,9479863
ISIC_0013578,51290129
ISIC_0010332,5219737
ISIC_0004115,30975319
ISIC_0013140,2561914
ISIC_0014838,288729960
ISIC_0014806,95927824
ISIC_0013198,24948333
ISIC_0010455,16218904
ISIC_0007038,12235039
ISIC_0012986,4053727
ISIC_0013424,4739275
ISIC_0010053,753111
ISIC_0010357,1355009
ISIC_0013523,3178693
ISIC_0013326,5353965
ISIC_0001105,11919253
ISIC_0010552,8343057
ISIC_0009430,7416319
ISIC_0008992,12036506
ISIC_0002975,4243555
ISIC_0000498,6256657
ISIC_0012685,2460927
ISIC_0014062,20640810
ISIC_0012460,1158431
ISIC_0011214,10486532
ISIC_0012663,1650446
ISIC_0000046,16189890
ISIC_0000078,3547953
ISIC_0014667,21269664
ISIC_0000245,6764953
ISIC_0009930,568971
ISIC_0000141,18798670
ISIC_0014760,416108215
ISIC_0000342,1236384
ISIC_0011110,1651341
ISIC_0000547,8402213
ISIC_0014366,50409789
ISIC_0014183,59195701
ISIC_0014585,8379269
ISIC_0012187,3899883
ISIC_0010852,1483124
ISIC_0012384,8470880
ISIC_0000199,1175400
ISIC_0000363,3432707
ISIC_0009911,446324
ISIC_0000160,9602593
ISIC_0014347,72647200
ISIC_0014144,6023891
ISIC_0011131,3408303
ISIC_0013802,2079261
ISIC_0000385,14807904
ISIC_0000186,644654
ISIC_0000282,5092401
ISIC_0008552,5723406
ISIC_0000081,9407714
ISIC_0000487,4701898
ISIC_0000461,5353528
ISIC_0000264,8215515
ISIC_0014646,4642857
ISIC_0000059,12445707
ISIC_0000067,2050609
ISIC_0010348,3368172
ISIC_0010573,6369496
ISIC_0010595,4052349
ISIC_0012878,9627442
ISIC_0010193,4070937
ISIC_0010094,3872033
ISIC_0010492,10775483
ISIC_0010474,1541380
ISIC_0013200,5266520
ISIC_0012999,183605377
ISIC_0013405,5315903
ISIC_0013606,4453063
ISIC_0002251,19569661
ISIC_0015204,191648428
ISIC_0013559,4759293
ISIC_0009297,3062197
ISIC_0013567,7260711
ISIC_0004309,12491068
ISIC_0014819,441963260
ISIC_0013187,14398440
ISIC_0013782,8384578
ISIC_0012823,1652802
ISIC_0013581,11021492
ISIC_0013685,39243486
ISIC_0013486,4166665
ISIC_0014920,93684529
ISIC_0013080,825953
ISIC_0010029,10818756
ISIC_0010017,4938588
ISIC_0012318,5709163
ISIC_0009974,2262627
ISIC_0000105,6641346
ISIC_0000338,1450420
ISIC_0014527,42763557
ISIC_0000306,957113
ISIC_0014724,466154145
ISIC_0012523,1640072
ISIC_0003174,3548819
ISIC_0000503,2821130
ISIC_0005548,15165817
ISIC_0002836,17829762
ISIC_0009895,3083834
ISIC_0014026,7099651
ISIC_0013986,18026999
ISIC_0014225,6140867
ISIC_0000002,3512349
ISIC_0009873,6078785
ISIC_0000201,2007555
ISIC_0010066,4727731
ISIC_0010058,2720052
ISIC_0010265,2473508
ISIC_0010460,1942271
ISIC_0014951,331716202
ISIC_0010080,2037363
ISIC_0010187,5613360
ISIC_0010581,3719713
ISIC_0010567,1222422
ISIC_0004346,6768725
ISIC_0013516,5564071
ISIC_0010362,885897
ISIC_0012250,2031058
ISIC_0000073,6607791
ISIC_0014069,6329003
ISIC_0000475,8130726
ISIC_0012455,7557703
ISIC_0000493,7485912
ISIC_0000095,5145848
ISIC_0000391,15169280
ISIC_0000192,22463072
ISIC_0002879,10061319
ISIC_0013816,34839702
ISIC_0012789,1349582
ISIC_0011326,6741666
ISIC_0014353,3085463
ISIC_0014150,14040878
ISIC_0000377,16364256
ISIC_0000349,636495
ISIC_0009905,3518953
ISIC_0000174,4030079
ISIC_0000016,2546262
ISIC_0014609,25818995
ISIC_0012235,7660447
ISIC_0000028,10726275
ISIC_0000215,7060134
ISIC_0000410,35843191
ISIC_0014032,4823974
ISIC_0005666,12243222
ISIC_0011079,10710200
ISIC_0009881,2212373
ISIC_0005787,13091545
ISIC_0011140,1943106
ISIC_0014308,9985952
ISIC_0000517,11172900
ISIC_0011343,2125175
ISIC_0000529,11624386
ISIC_0009960,576908
ISIC_0000111,48842191
ISIC_0014730,46431052
ISIC_0012332,4012090
ISIC_0013474,42989821
ISIC_0010003,766560
ISIC_0010606,3663638
ISIC_0013094,1434848
ISIC_0012930,10557893
ISIC_0013691,7450535
ISIC_0013492,4799627
ISIC_0013796,2150117
ISIC_0013595,1779133
ISIC_0013390,5940261
ISIC_0013193,22996533
ISIC_0007557,16850458
ISIC_0010339,2482327
ISIC_0013573,33591284
ISIC_0010104,744148
ISIC_0012828,67201304
ISIC_0013789,1763170
ISIC_0014812,44287188
ISIC_0013369,1672913
ISIC_0010318,1671994
ISIC_0013552,1277546
ISIC_0010326,5213488
ISIC_0010022,15115813
ISIC_0013656,968630
ISIC_0013053,3024391
ISIC_0013288,9989262
ISIC_0014915,219508035
ISIC_0012911,2562623
ISIC_0011384,4051045
ISIC_0012715,44332195
ISIC_0000508,2841938
ISIC_0014317,10822947
ISIC_0011362,4669398
ISIC_0014114,36276302
ISIC_0012516,21551562
ISIC_0000536,559989
ISIC_0011161,11237984
ISIC_0014711,108336461
ISIC_0009941,1596912
ISIC_0000130,11466381
ISIC_0000234,2024994
ISIC_0000009,4287809
ISIC_0012214,4113932
ISIC_0014628,16378923
ISIC_0000037,23680683
ISIC_0014013,10297648
ISIC_0000431,17804082
ISIC_0014591,817424
ISIC_0012390,29719978
ISIC_0010846,3013232
ISIC_0014197,23993680
ISIC_0013837,878303
ISIC_0014394,16411704
ISIC_0011339,3760479
ISIC_0014171,76755233
ISIC_0014372,82164958
ISIC_0012770,2061792
ISIC_0012348,22361359
ISIC_0000155,11717743
ISIC_0012175,8401282
ISIC_0000368,2017554
ISIC_0014577,10847974
ISIC_0012376,1321362
ISIC_0000052,6224807
ISIC_0000251,1564024
ISIC_0012271,7652961
ISIC_0014076,119400177
ISIC_0012677,773800
ISIC_0012094,1893528
ISIC_0000289,12751483
ISIC_0012873,992735
ISIC_0014849,100698670
ISIC_0014891,297620023
ISIC_0010244,772921
ISIC_0010047,6889306
ISIC_0013430,6823930
ISIC_0015032,116656618
ISIC_0013235,10248571
ISIC_0010441,520585
ISIC_0014612,11100570
ISIC_0012415,1472011
ISIC_0014029,5030568
ISIC_0011358,4573438
ISIC_0012512,45375916
ISIC_0011165,6176322
ISIC_0000532,4692757
ISIC_0003346,6691782
ISIC_0012711,1173371
ISIC_0011366,4593499
ISIC_0012329,6152225
ISIC_0009945,905261
ISIC_0000134,7215517
ISIC_0014516,4607490
ISIC_0014715,55184631
ISIC_0010225,1430211
ISIC_0013652,10360567
ISIC_0010018,2085540
ISIC_0007475,19096214
ISIC_0014911,60772969
ISIC_0013489,3101162
ISIC_0013150,2495691
ISIC_0013568,2503134
ISIC_0009298,12727237
ISIC_0010043,4580651
ISIC_0013434,16417552
ISIC_0010240,3942861
ISIC_0013032,3844521
ISIC_0012970,1104764
ISIC_0012877,8006993
ISIC_0010379,2697579
ISIC_0012891,5269397
ISIC_0000255,3041760
ISIC_0000068,3876894
ISIC_0000056,9308770
ISIC_0012673,15401086
ISIC_0011204,2954146
ISIC_0014072,118849903
ISIC_0000488,4128027
ISIC_0014094,2168789
ISIC_0012496,12222110
ISIC_0012090,48573553
ISIC_0008659,13785146
ISIC_0000189,6207045
ISIC_0014595,4865956
ISIC_0012792,12624952
ISIC_0012549,9559381
ISIC_0011303,1763710
ISIC_0000352,732463
ISIC_0014770,61731329
ISIC_0009920,3409210
ISIC_0000151,11000495
ISIC_0014573,7854577
ISIC_0000196,8115485
ISIC_0010863,6059997
ISIC_0000395,46439487
ISIC_0011121,13580796
ISIC_0011322,12000892
ISIC_0000548,3616835
ISIC_0014357,45011372
ISIC_0012150,836349
ISIC_0009901,2750165
ISIC_0000077,7470437
ISIC_0000049,16207216
ISIC_0000274,5027649
ISIC_0000471,1475155
ISIC_0005639,17683620
ISIC_0011225,503810
ISIC_0008347,13425104
ISIC_0012489,22464285
ISIC_0000091,6414182
ISIC_0000292,5649275
ISIC_0012856,4543246
ISIC_0010585,228156
ISIC_0001134,17625500
ISIC_0013329,1833983
ISIC_0013114,6380925
ISIC_0015110,343190050
ISIC_0010358,2883384
ISIC_0010261,3844912
ISIC_0010062,11109033
ISIC_0002647,11876979
ISIC_0013792,1915646
ISIC_0012833,3716914
ISIC_0013197,439116
ISIC_0013394,3106583
ISIC_0010100,6865682
ISIC_0010602,10775240
ISIC_0013048,3680512
ISIC_0013275,1275197
ISIC_0013090,1308253
ISIC_0014930,73501297
ISIC_0009165,8582805
ISIC_0013695,17931370
ISIC_0009982,1244119
ISIC_0011347,15084279
ISIC_0000513,2774601
ISIC_0011144,4326989
ISIC_0014131,3160001
ISIC_0000316,3032334
ISIC_0000328,3135740
ISIC_0014537,30933403
ISIC_0012135,2359835
ISIC_0009964,852461
ISIC_0000211,690839
ISIC_0014430,19128521
ISIC_0000012,630044
ISIC_0013996,19904405
ISIC_0013970,943426
ISIC_0011298,871435
ISIC_0009885,336597
ISIC_0012945,551438
ISIC_0010090,399729
ISIC_0002488,4201424
ISIC_0013204,5422442
ISIC_0013039,5070251
ISIC_0013007,7964580
ISIC_0015200,443875129
ISIC_0010372,2563629
ISIC_0010171,3151592
ISIC_0014846,185120557
ISIC_0010591,2719827
ISIC_0012298,23484314
ISIC_0000085,4129484
ISIC_0000483,3436549
ISIC_0012445,7679146
ISIC_0000465,2728972
ISIC_0012678,7239083
ISIC_0014079,31975888
ISIC_0000063,9427874
ISIC_0014441,8872367
ISIC_0000260,1524811
ISIC_0014642,9314008
ISIC_0012379,24296957
ISIC_0009915,6863978
ISIC_0000164,2708811
ISIC_0000359,4417959
ISIC_0014578,28454747
ISIC_0000367,1666665
ISIC_0014745,136603985
ISIC_0011135,2775624
ISIC_0012741,1505742
ISIC_0011336,3778447
ISIC_0013806,1891734
ISIC_0000182,2010430
ISIC_0000381,39667166
ISIC_0009891,4073430
ISIC_0013982,7959454
ISIC_0000205,18231959
ISIC_0000038,22959262
ISIC_0000006,1186609
ISIC_0009877,2100962
ISIC_0000302,4987518
ISIC_0012322,3617214
ISIC_0000101,13579142
ISIC_0000539,7774210
ISIC_0011353,880483
ISIC_0012527,35505444
ISIC_0000507,3964404
ISIC_0000900,7014243
ISIC_0013084,47485569
ISIC_0013287,7232367
ISIC_0010013,2829787
ISIC_0013667,34599686
ISIC_0010329,14965340
ISIC_0010317,660624
ISIC_0013165,21878339
ISIC_0014823,15188285
ISIC_0013585,97411288
ISIC_0012827,11132255
ISIC_0010336,3575648
ISIC_0014802,44016007
ISIC_0012806,19754777
ISIC_0013799,5152953
ISIC_0012901,3429777
ISIC_0015079,75556567
ISIC_0010231,11439117
ISIC_0009188,10614459
ISIC_0010032,2379631
ISIC_0014502,12712848
ISIC_0009951,1991250
ISIC_0000120,14952508
ISIC_0012303,2938510
ISIC_0000323,442915
ISIC_0011171,1234825
ISIC_0012506,2047195
ISIC_0011372,607722
ISIC_0000518,1980178
ISIC_0011090,5563386
ISIC_0000421,15523148
ISIC_0003056,9927168
ISIC_0014638,15440764
ISIC_0000027,4103024
ISIC_0009868,2412248
ISIC_0014606,21388307
ISIC_0000019,8017287
ISIC_0000224,2715390
ISIC_0000346,1891828
ISIC_0000378,22685754
ISIC_0000145,10641290
ISIC_0011317,617626
ISIC_0000543,1572631
ISIC_0011114,1168774
ISIC_0014187,2496943
ISIC_0013819,11836888
ISIC_0010856,4866227
ISIC_0014782,158433483
ISIC_0012183,10359989
ISIC_0014581,41512673
ISIC_0014685,18831998
ISIC_0014486,9946683
ISIC_0000299,5262333
ISIC_0012681,1254903
ISIC_0014080,15653788
ISIC_0011210,873963
ISIC_0012659,897470
ISIC_0000444,16387671
ISIC_0012464,2949868
ISIC_0014066,30909615
ISIC_0012261,7088683
ISIC_0000042,5855969
ISIC_0013121,2454194
ISIC_0010568,10547189
ISIC_0009533,18240827
ISIC_0006940,14479650
ISIC_0013026,1608315
ISIC_0010057,4309080
ISIC_0012982,2667084
ISIC_0010069,1020068
ISIC_0010254,344642
ISIC_0013815,2151746
ISIC_0010864,4050971
ISIC_0000392,33994289
ISIC_0000191,4579535
ISIC_0000374,1020927
ISIC_0006776,2846377
ISIC_0009938,1973084
ISIC_0000149,12352986
ISIC_0000177,1762354
ISIC_0009906,5327707
ISIC_0011118,2290974
ISIC_0011126,10840739
ISIC_0012655,719309
ISIC_0000448,37507623
ISIC_0000476,14793219
ISIC_0012253,28610917
ISIC_0014651,4214095
ISIC_0000295,3468613
ISIC_0000096,13276618
ISIC_0000490,2506285
ISIC_0010582,1835558
ISIC_0014855,204704676
ISIC_0010184,4066738
ISIC_0012851,2144950
ISIC_0012889,6442904
ISIC_0001133,22864821
ISIC_0013310,25016652
ISIC_0013014,1581372
ISIC_0013229,9310867
ISIC_0010463,9265977
ISIC_0013217,1424123
ISIC_0002246,7914707
ISIC_0014830,166349178
ISIC_0013190,13316254
ISIC_0013795,1235951
ISIC_0013596,1963000
ISIC_0009083,25505571
ISIC_0013071,3350419
ISIC_0013674,90475362
ISIC_0010000,10862852
ISIC_0009564,5420414
ISIC_0013294,8523712
ISIC_0013097,2780233
ISIC_0011398,4018891
ISIC_0000112,10016869
ISIC_0009963,2001123
ISIC_0000311,5221690
ISIC_0014136,10923346
ISIC_0000514,2125787
ISIC_0011143,188006
ISIC_0012709,62247999
ISIC_0012737,4891505
ISIC_0013896,25382623
ISIC_0014108,42980764
ISIC_0012433,8627069
ISIC_0014031,5205119
ISIC_0000413,98930102
ISIC_0012208,3778976
ISIC_0000015,2537003
ISIC_0000216,3014992
ISIC_0009882,2053855
ISIC_0012217,28662386
ISIC_0014615,3586587
ISIC_0000237,4506214
ISIC_0000209,2407785
ISIC_0000034,8779301
ISIC_0011083,212918
ISIC_0011387,7121601
ISIC_0008406,12654196
ISIC_0000330,1815068
ISIC_0014511,3285502
ISIC_0000133,4672913
ISIC_0009942,1236509
ISIC_0011361,17200946
ISIC_0011162,2364173
ISIC_0000535,2225721
ISIC_0002439,6958637
ISIC_0013456,1048347
ISIC_0010021,4876446
ISIC_0010222,14536521
ISIC_0013088,8096295
ISIC_0014811,97191364
ISIC_0015153,308724915
ISIC_0013236,4257235
